Timestamp,gen_total,gen_solar,demand,demand_forecast,ir
2015-01-01 00:00:00+01:00,28251.0,49.0,25385.0,26118.0,0.0
2015-01-01 01:00:00+01:00,27818.0,50.0,24382.0,24934.0,0.0
2015-01-01 02:00:00+01:00,26796.0,50.0,22734.0,23515.0,0.0
2015-01-01 03:00:00+01:00,25223.0,50.0,21286.0,22642.0,0.0
2015-01-01 04:00:00+01:00,24620.0,42.0,20264.0,21785.0,0.0
2015-01-01 05:00:00+01:00,24231.0,34.0,19905.0,21441.0,0.0
2015-01-01 06:00:00+01:00,23888.0,34.0,20010.0,21285.0,0.0
2015-01-01 07:00:00+01:00,23434.0,35.0,20377.0,21545.0,8.2013
2015-01-01 08:00:00+01:00,23368.0,54.0,20094.0,21443.0,116.7115
2015-01-01 09:00:00+01:00,24129.0,743.0,20637.0,21560.0,268.6201
2015-01-01 10:00:00+01:00,25332.0,2019.0,22250.0,22824.0,391.8248
2015-01-01 11:00:00+01:00,25743.0,3197.0,23547.0,23720.0,464.2777
2015-01-01 12:00:00+01:00,26343.0,3885.0,24133.0,24180.0,478.156
2015-01-01 13:00:00+01:00,26640.0,4007.0,24713.0,24797.0,433.1534
2015-01-01 14:00:00+01:00,26221.0,3973.0,24672.0,25222.0,334.0112
2015-01-01 15:00:00+01:00,25702.0,3818.0,23528.0,24173.0,192.5432
2015-01-01 16:00:00+01:00,25065.0,3088.0,23118.0,23659.0,46.3673
2015-01-01 17:00:00+01:00,24632.0,1467.0,23606.0,23982.0,0.9064
2015-01-01 18:00:00+01:00,25272.0,404.0,26447.0,26981.0,0.0137
2015-01-01 19:00:00+01:00,27181.0,139.0,28020.0,28515.0,0.0
2015-01-01 20:00:00+01:00,28304.0,100.0,29014.0,30482.0,0.0
2015-01-01 21:00:00+01:00,28973.0,75.0,29571.0,30739.0,0.0
2015-01-01 22:00:00+01:00,28320.0,74.0,29031.0,29756.0,0.0
2015-01-01 23:00:00+01:00,26158.0,56.0,26798.0,27589.0,0.0
2015-01-02 00:00:00+01:00,32138.0,54.0,27070.0,27309.0,0.0
2015-01-02 01:00:00+01:00,31100.0,54.0,24935.0,25397.0,0.0
2015-01-02 02:00:00+01:00,30473.0,54.0,23214.0,23640.0,0.0
2015-01-02 03:00:00+01:00,30745.0,53.0,22540.0,22638.0,0.0
2015-01-02 04:00:00+01:00,30329.0,53.0,22096.0,22238.0,0.0
2015-01-02 05:00:00+01:00,30159.0,63.0,22066.0,22299.0,0.0
2015-01-02 06:00:00+01:00,30384.0,55.0,22275.0,22660.0,0.0
2015-01-02 07:00:00+01:00,30150.0,54.0,23025.0,23449.0,8.5256
2015-01-02 08:00:00+01:00,29760.0,116.0,23699.0,24067.0,110.9891
2015-01-02 09:00:00+01:00,30644.0,1039.0,25834.0,25737.0,247.9483
2015-01-02 10:00:00+01:00,31232.0,2373.0,27927.0,27883.0,356.4524
2015-01-02 11:00:00+01:00,32531.0,3699.0,29072.0,28969.0,418.7002
2015-01-02 12:00:00+01:00,33091.0,4154.0,29071.0,28894.0,424.6923
2015-01-02 13:00:00+01:00,33550.0,4074.0,29439.0,29460.0,376.3247
2015-01-02 14:00:00+01:00,33543.0,3851.0,29241.0,29389.0,281.5842
2015-01-02 15:00:00+01:00,33216.0,3619.0,27973.0,28231.0,155.4486
2015-01-02 16:00:00+01:00,33578.0,3024.0,27320.0,27716.0,36.852
2015-01-02 17:00:00+01:00,33012.0,2053.0,27157.0,27981.0,0.9904
2015-01-02 18:00:00+01:00,31789.0,769.0,29045.0,30136.0,0.017
2015-01-02 19:00:00+01:00,33189.0,266.0,31967.0,32754.0,0.0
2015-01-02 20:00:00+01:00,33010.0,165.0,33266.0,33968.0,0.0
2015-01-02 21:00:00+01:00,33429.0,137.0,33668.0,33870.0,0.0
2015-01-02 22:00:00+01:00,32145.0,137.0,32426.0,32715.0,0.0
2015-01-02 23:00:00+01:00,29716.0,137.0,29705.0,30052.0,0.0
2015-01-03 00:00:00+01:00,28744.0,62.0,25564.0,26323.0,0.0
2015-01-03 01:00:00+01:00,28429.0,62.0,23584.0,24301.0,0.0
2015-01-03 02:00:00+01:00,28800.0,61.0,22194.0,22651.0,0.0
2015-01-03 03:00:00+01:00,28834.0,61.0,21296.0,21785.0,0.0
2015-01-03 04:00:00+01:00,28669.0,61.0,21145.0,21418.0,0.0
2015-01-03 05:00:00+01:00,29220.0,61.0,21316.0,21317.0,0.0
2015-01-03 06:00:00+01:00,29262.0,61.0,21674.0,21768.0,0.0
2015-01-03 07:00:00+01:00,28366.0,63.0,22127.0,22276.0,8.5957
2015-01-03 08:00:00+01:00,28681.0,233.0,22756.0,22674.0,114.1082
2015-01-03 09:00:00+01:00,29103.0,820.0,24654.0,24595.0,261.1128
2015-01-03 10:00:00+01:00,29517.0,1665.0,26454.0,26431.0,382.2885
2015-01-03 11:00:00+01:00,29854.0,2488.0,26959.0,27260.0,453.8222
2015-01-03 12:00:00+01:00,30170.0,3218.0,26716.0,27165.0,469.2874
2015-01-03 13:00:00+01:00,31107.0,3695.0,26802.0,27449.0,425.971
2015-01-03 14:00:00+01:00,32058.0,3780.0,26416.0,27154.0,328.7694
2015-01-03 15:00:00+01:00,31657.0,3370.0,25362.0,26011.0,190.2169
2015-01-03 16:00:00+01:00,31580.0,2692.0,24770.0,25162.0,47.174
2015-01-03 17:00:00+01:00,30790.0,1931.0,24501.0,24691.0,1.2883
2015-01-03 18:00:00+01:00,29846.0,1015.0,24992.0,25293.0,0.021
2015-01-03 19:00:00+01:00,29667.0,502.0,27964.0,28421.0,0.0
2015-01-03 20:00:00+01:00,30418.0,355.0,29694.0,30293.0,0.0
2015-01-03 21:00:00+01:00,30671.0,291.0,29874.0,30828.0,0.0
2015-01-03 22:00:00+01:00,30767.0,207.0,28979.0,29896.0,0.0
2015-01-03 23:00:00+01:00,30652.0,117.0,26863.0,27700.0,0.0
2015-01-04 00:00:00+01:00,28411.0,692.0,25254.0,25481.0,0.0
2015-01-04 01:00:00+01:00,28181.0,684.0,23620.0,23734.0,0.0
2015-01-04 02:00:00+01:00,27454.0,648.0,22606.0,22658.0,0.0
2015-01-04 03:00:00+01:00,27243.0,640.0,22191.0,22130.0,0.0
2015-01-04 04:00:00+01:00,26898.0,563.0,21929.0,21879.0,0.0
2015-01-04 05:00:00+01:00,26959.0,372.0,22195.0,22230.0,0.0
2015-01-04 06:00:00+01:00,27029.0,179.0,24035.0,23903.0,0.0
2015-01-04 07:00:00+01:00,27126.0,129.0,26807.0,26742.0,8.4194
2015-01-04 08:00:00+01:00,27383.0,357.0,28316.0,28481.0,107.0699
2015-01-04 09:00:00+01:00,29652.0,1634.0,29871.0,29705.0,241.9471
2015-01-04 10:00:00+01:00,31182.0,3830.0,30585.0,30656.0,352.0708
2015-01-04 11:00:00+01:00,32279.0,4937.0,30772.0,30717.0,424.3364
2015-01-04 12:00:00+01:00,32176.0,5302.0,30685.0,30616.0,451.7146
2015-01-04 13:00:00+01:00,32090.0,5590.0,30429.0,30287.0,416.1128
2015-01-04 14:00:00+01:00,30828.0,5668.0,28741.0,29451.0,324.4875
2015-01-04 15:00:00+01:00,30699.0,5593.0,28249.0,28730.0,189.4528
2015-01-04 16:00:00+01:00,30759.0,5316.0,28105.0,28393.0,47.6797
2015-01-04 17:00:00+01:00,31259.0,4907.0,27908.0,28062.0,1.3192
2015-01-04 18:00:00+01:00,31472.0,4200.0,27577.0,27317.0,0.0218
2015-01-04 19:00:00+01:00,31353.0,2911.0,27418.0,27189.0,0.0
2015-01-04 20:00:00+01:00,31614.0,1392.0,28604.0,28914.0,0.0
2015-01-04 21:00:00+01:00,31642.0,748.0,30346.0,30333.0,0.0
2015-01-04 22:00:00+01:00,29733.0,696.0,28190.0,28341.0,0.0
2015-01-04 23:00:00+01:00,28080.0,672.0,26270.0,26412.0,0.0
2015-01-05 00:00:00+01:00,26903.0,691.0,25069.0,25149.0,0.0
2015-01-05 01:00:00+01:00,26104.0,668.0,23390.0,23630.0,0.0
2015-01-05 02:00:00+01:00,25124.0,662.0,21988.0,22590.0,0.0
2015-01-05 03:00:00+01:00,25624.0,648.6226266743263,21182.0,21912.0,0.0
2015-01-05 04:00:00+01:00,26397.0,570.0,20778.0,21369.0,0.0
2015-01-05 05:00:00+01:00,26181.0,428.0,20309.0,20723.0,0.0
2015-01-05 06:00:00+01:00,26349.0,243.0,20252.0,20498.0,0.0
2015-01-05 07:00:00+01:00,25926.0,155.0,19964.0,19736.0,8.8343
2015-01-05 08:00:00+01:00,25589.0,500.0,20796.0,19970.0,110.1671
2015-01-05 09:00:00+01:00,26051.0,1333.0,22478.0,21590.0,252.3147
2015-01-05 10:00:00+01:00,27141.0,2482.0,23834.0,22987.0,375.7917
2015-01-05 11:00:00+01:00,28177.0,3339.0,24429.0,23271.0,453.1088
2015-01-05 12:00:00+01:00,28761.0,3801.776056933465,24247.60934462199,23209.0,471.5083
2015-01-05 13:00:00+01:00,28857.0,4029.9678600595466,23494.170625450013,23725.0,427.8501
2015-01-05 14:00:00+01:00,28593.0,4117.058687461048,22515.984207109977,23614.0,330.142
2015-01-05 15:00:00+01:00,28145.0,4091.031376753656,21689.39346230127,22381.0,191.9962
2015-01-05 16:00:00+01:00,27627.0,3929.2463067465055,21304.057432884416,21371.0,48.2628
2015-01-05 17:00:00+01:00,26987.0,3573.319379102728,21447.22349096873,20760.0,1.4329
2015-01-05 18:00:00+01:00,25891.0,2944.0,21888.0,20654.0,0.0241
2015-01-05 19:00:00+01:00,23732.0,1971.0,22048.0,20904.0,0.0
2015-01-05 20:00:00+01:00,22077.0,958.0,22858.0,22334.0,0.0
2015-01-05 21:00:00+01:00,23553.0,605.0,25604.0,25504.0,0.0
2015-01-05 22:00:00+01:00,23708.0,518.0,25381.0,25938.0,0.0
2015-01-05 23:00:00+01:00,23429.0,394.0,23822.0,23892.0,0.0
2015-01-06 00:00:00+01:00,23083.0,626.0,23711.0,24086.0,0.0
2015-01-06 01:00:00+01:00,23714.0,624.0,22354.0,22554.0,0.0
2015-01-06 02:00:00+01:00,24012.0,616.0,21546.0,21566.0,0.0
2015-01-06 03:00:00+01:00,23783.0,582.0,21171.0,21211.0,0.0
2015-01-06 04:00:00+01:00,23493.0,576.0,21042.0,21074.0,0.0
2015-01-06 05:00:00+01:00,23670.0,499.0,21618.0,21579.0,0.0
2015-01-06 06:00:00+01:00,23023.0,415.0,23433.0,23250.0,0.0
2015-01-06 07:00:00+01:00,23689.0,412.0,25885.0,25560.0,7.9142
2015-01-06 08:00:00+01:00,26012.0,1168.0,28456.0,27900.0,99.4946
2015-01-06 09:00:00+01:00,27729.0,3018.0,29708.0,29463.0,233.1229
2015-01-06 10:00:00+01:00,28901.0,4129.0,30887.0,30133.0,344.7886
2015-01-06 11:00:00+01:00,29497.0,4642.0,31409.0,30558.0,416.8532
2015-01-06 12:00:00+01:00,29958.0,4976.0,31947.0,31035.0,433.2721
2015-01-06 13:00:00+01:00,30272.0,5044.0,32078.0,31154.0,391.2547
2015-01-06 14:00:00+01:00,30125.0,4887.0,31193.0,30381.0,299.4269
2015-01-06 15:00:00+01:00,29634.0,4641.0,30542.0,29581.0,170.5402
2015-01-06 16:00:00+01:00,29565.0,4279.0,30591.0,29085.0,42.3623
2015-01-06 17:00:00+01:00,29368.0,3824.0,30799.0,29155.0,1.4222
2015-01-06 18:00:00+01:00,29129.0,3132.0,30481.0,28943.0,0.0247
2015-01-06 19:00:00+01:00,28600.0,2383.0,30147.0,29013.0,0.0
2015-01-06 20:00:00+01:00,28056.0,1586.0,30120.0,29307.0,0.0
2015-01-06 21:00:00+01:00,28482.0,891.0,30747.0,29896.0,0.0
2015-01-06 22:00:00+01:00,28074.0,696.0,29978.0,29310.0,0.0
2015-01-06 23:00:00+01:00,26692.0,669.0,27421.0,26817.0,0.0
2015-01-07 00:00:00+01:00,30973.0,1280.0,30518.0,30239.0,0.0
2015-01-07 01:00:00+01:00,29738.0,1253.0,28484.0,28031.0,0.0
2015-01-07 02:00:00+01:00,29565.0,1231.0,27026.0,26635.0,0.0
2015-01-07 03:00:00+01:00,28500.0,1223.0,26248.0,26076.0,0.0
2015-01-07 04:00:00+01:00,28193.0,1189.0,25838.0,25734.0,0.0
2015-01-07 05:00:00+01:00,28156.0,1142.0,26021.0,25889.0,0.0
2015-01-07 06:00:00+01:00,27945.0,1043.0,26992.0,27135.0,0.0
2015-01-07 07:00:00+01:00,28854.0,979.0,28625.0,29269.0,6.3105
2015-01-07 08:00:00+01:00,30312.0,1336.0,31015.0,31596.0,87.2538
2015-01-07 09:00:00+01:00,32356.0,2121.0,33276.0,33540.0,214.3023
2015-01-07 10:00:00+01:00,32710.0,2841.0,34221.0,34919.0,333.1238
2015-01-07 11:00:00+01:00,33714.0,3556.0,34796.0,35376.0,416.1259
2015-01-07 12:00:00+01:00,35288.0,3756.0,35535.0,36279.0,445.6464
2015-01-07 13:00:00+01:00,36151.0,3639.0,35752.0,36886.0,409.6705
2015-01-07 14:00:00+01:00,36267.0,4133.0,35605.0,36199.0,318.7558
2015-01-07 15:00:00+01:00,36968.0,4896.0,36020.0,35918.0,186.7204
2015-01-07 16:00:00+01:00,36722.0,4647.0,36066.0,36366.0,48.2493
2015-01-07 17:00:00+01:00,36367.0,4184.0,36195.0,36676.0,1.3799
2015-01-07 18:00:00+01:00,35851.0,3631.0,35739.0,36275.0,0.026
2015-01-07 19:00:00+01:00,35399.0,2772.0,35188.0,35664.0,0.0
2015-01-07 20:00:00+01:00,34137.0,2013.0,34470.0,34828.0,0.0
2015-01-07 21:00:00+01:00,32691.0,1193.0,33716.0,34241.0,0.0
2015-01-07 22:00:00+01:00,31934.0,636.0,32697.0,33972.0,0.0
2015-01-07 23:00:00+01:00,30225.0,573.0,30477.0,32057.0,0.0
2015-01-08 00:00:00+01:00,28338.0,433.0,26788.0,27766.0,0.0
2015-01-08 01:00:00+01:00,27150.0,391.0,25146.0,26176.0,0.0
2015-01-08 02:00:00+01:00,26577.0,352.0,23889.0,24974.0,0.0
2015-01-08 03:00:00+01:00,26117.0,328.0,23046.0,24173.0,0.0
2015-01-08 04:00:00+01:00,25624.0,327.0,22587.0,23779.0,0.0
2015-01-08 05:00:00+01:00,25860.0,320.0,22361.0,23503.0,0.0
2015-01-08 06:00:00+01:00,26586.0,265.0,22551.0,23493.0,0.0
2015-01-08 07:00:00+01:00,26065.0,223.0,22543.0,23562.0,9.3794
2015-01-08 08:00:00+01:00,26080.0,708.0,24042.0,24929.0,111.1125
2015-01-08 09:00:00+01:00,27713.0,2225.0,25932.0,27227.0,249.1857
2015-01-08 10:00:00+01:00,29532.0,3943.0,27664.0,29193.0,371.2508
2015-01-08 11:00:00+01:00,30030.0,4514.0,28448.0,29950.0,444.9456
2015-01-08 12:00:00+01:00,30588.0,4926.0,28881.0,30333.0,464.8035
2015-01-08 13:00:00+01:00,30895.0,5067.0,29329.0,30711.0,416.0875
2015-01-08 14:00:00+01:00,30442.0,5092.0,29026.0,30055.0,314.9397
2015-01-08 15:00:00+01:00,30177.0,5019.0,28237.0,29123.0,180.6146
2015-01-08 16:00:00+01:00,29696.0,4803.0,27868.0,28632.0,48.133
2015-01-08 17:00:00+01:00,29465.0,4507.0,27654.0,28356.0,1.5389
2015-01-08 18:00:00+01:00,28933.0,4010.0,27507.0,28124.0,0.0279
2015-01-08 19:00:00+01:00,28961.0,3321.0,27544.0,27922.0,0.0
2015-01-08 20:00:00+01:00,29114.0,2089.0,27578.0,27925.0,0.0
2015-01-08 21:00:00+01:00,29199.0,957.0,28222.0,28578.0,0.0
2015-01-08 22:00:00+01:00,29345.0,721.0,28221.0,28862.0,0.0
2015-01-08 23:00:00+01:00,28090.0,691.0,26436.0,27334.0,0.0
2015-01-09 00:00:00+01:00,28194.0,39.0,27485.0,27430.0,0.0
2015-01-09 01:00:00+01:00,26891.0,38.0,25750.0,25783.0,0.0
2015-01-09 02:00:00+01:00,26151.0,37.0,24760.0,24718.0,0.0
2015-01-09 03:00:00+01:00,26284.0,37.0,24188.0,24185.0,0.0
2015-01-09 04:00:00+01:00,26019.0,36.0,23840.0,23980.0,0.0
2015-01-09 05:00:00+01:00,26307.0,41.0,24030.0,24139.0,0.0
2015-01-09 06:00:00+01:00,27411.0,45.0,25965.0,25737.0,0.0
2015-01-09 07:00:00+01:00,28613.0,58.0,28266.0,27995.0,10.8648
2015-01-09 08:00:00+01:00,29390.0,317.0,29981.0,29747.0,126.2602
2015-01-09 09:00:00+01:00,31516.0,1107.0,31932.0,31824.0,280.9265
2015-01-09 10:00:00+01:00,33508.0,2133.0,33325.0,33063.0,402.9874
2015-01-09 11:00:00+01:00,34152.0,3193.0,34144.0,33748.0,474.9907
2015-01-09 12:00:00+01:00,34612.0,3932.0,35040.0,34392.0,488.4909
2015-01-09 13:00:00+01:00,35228.0,4156.0,35524.0,34891.0,443.4867
2015-01-09 14:00:00+01:00,34853.0,4285.0,34579.0,33853.0,344.2659
2015-01-09 15:00:00+01:00,34328.0,4135.0,33792.0,32981.0,203.5604
2015-01-09 16:00:00+01:00,34096.0,3883.0,33768.0,32846.0,54.055
2015-01-09 17:00:00+01:00,33898.0,3513.0,33696.0,32833.0,1.3397
2015-01-09 18:00:00+01:00,33469.0,3253.0,33154.0,32283.0,0.0268
2015-01-09 19:00:00+01:00,32973.0,2403.0,32440.0,31942.0,0.0
2015-01-09 20:00:00+01:00,32061.0,1060.0,32384.0,32045.0,0.0
2015-01-09 21:00:00+01:00,32861.0,530.0,33976.0,33356.0,0.0
2015-01-09 22:00:00+01:00,30961.0,444.0,31420.0,31269.0,0.0
2015-01-09 23:00:00+01:00,28860.0,386.0,28825.0,28845.0,0.0
2015-01-10 00:00:00+01:00,25057.0,384.0,24899.0,24575.0,0.0
2015-01-10 01:00:00+01:00,24255.0,167.0,23505.0,23348.0,0.0
2015-01-10 02:00:00+01:00,23261.0,102.0,22589.0,22480.0,0.0
2015-01-10 03:00:00+01:00,22675.0,103.0,22177.0,22330.0,0.0
2015-01-10 04:00:00+01:00,22784.0,102.0,22025.0,22165.0,0.0
2015-01-10 05:00:00+01:00,22881.0,102.0,22426.0,22491.0,0.0
2015-01-10 06:00:00+01:00,23820.0,102.0,24361.0,24284.0,0.0
2015-01-10 07:00:00+01:00,26619.0,103.0,27890.0,27772.0,11.4451
2015-01-10 08:00:00+01:00,27786.0,233.0,29335.0,29263.0,126.1339
2015-01-10 09:00:00+01:00,28956.0,1209.0,29951.0,29664.0,278.3331
2015-01-10 10:00:00+01:00,29974.0,2927.0,30452.0,30369.0,403.4585
2015-01-10 11:00:00+01:00,31166.0,4515.0,30856.0,30650.0,478.2112
2015-01-10 12:00:00+01:00,31968.0,5044.0,31449.0,30964.0,493.4531
2015-01-10 13:00:00+01:00,31801.0,5107.0,31218.0,30930.0,448.7338
2015-01-10 14:00:00+01:00,31462.0,4900.0,30458.0,29821.0,349.3197
2015-01-10 15:00:00+01:00,31341.0,4463.0,29836.0,29284.0,206.7991
2015-01-10 16:00:00+01:00,31381.0,4215.0,29781.0,29705.0,55.0489
2015-01-10 17:00:00+01:00,31194.0,3756.0,29929.0,29953.0,1.2015
2015-01-10 18:00:00+01:00,29868.0,2857.0,29638.0,29914.0,0.0257
2015-01-10 19:00:00+01:00,30321.0,1303.0,29950.0,29920.0,0.0
2015-01-10 20:00:00+01:00,31046.0,633.0,32244.0,32363.0,0.0
2015-01-10 21:00:00+01:00,31248.0,510.0,31900.0,31869.0,0.0
2015-01-10 22:00:00+01:00,28685.0,497.0,28690.0,28549.0,0.0
2015-01-10 23:00:00+01:00,26370.0,466.0,26219.0,26142.0,0.0
2015-01-11 00:00:00+01:00,22679.0,26.0,22460.0,22654.0,0.0
2015-01-11 01:00:00+01:00,21192.0,25.0,21033.0,21215.0,0.0
2015-01-11 02:00:00+01:00,21070.0,25.0,19977.0,20177.0,0.0
2015-01-11 03:00:00+01:00,21581.0,25.0,19389.0,19623.0,0.0
2015-01-11 04:00:00+01:00,22133.0,25.0,19126.0,19453.0,0.0
2015-01-11 05:00:00+01:00,22422.0,25.0,19199.0,19430.0,0.0
2015-01-11 06:00:00+01:00,22802.0,23.0,19404.0,19825.0,0.0
2015-01-11 07:00:00+01:00,22976.0,35.0,19500.0,20080.0,9.7567
2015-01-11 08:00:00+01:00,24198.0,394.0,20182.0,20529.0,91.9416
2015-01-11 09:00:00+01:00,26937.0,1228.0,22121.0,22303.0,205.2253
2015-01-11 10:00:00+01:00,28218.0,2045.0,23589.0,23863.0,312.3682
2015-01-11 11:00:00+01:00,28363.0,2423.0,24238.0,24372.0,389.5548
2015-01-11 12:00:00+01:00,29303.0,2437.0,24271.0,24563.0,423.1499
2015-01-11 13:00:00+01:00,29114.0,2022.0,24713.0,24976.0,396.56
2015-01-11 14:00:00+01:00,28590.0,1630.0,24477.0,24827.0,311.7603
2015-01-11 15:00:00+01:00,28744.0,1334.0,23377.0,23696.0,180.4664
2015-01-11 16:00:00+01:00,28813.0,860.0,23037.0,23021.0,45.8761
2015-01-11 17:00:00+01:00,27493.0,254.0,23049.0,23123.0,0.9501
2015-01-11 18:00:00+01:00,27258.0,57.0,25259.0,25036.0,0.021
2015-01-11 19:00:00+01:00,27602.0,54.0,26520.0,26555.0,0.0
2015-01-11 20:00:00+01:00,27365.0,55.0,27123.0,26981.0,0.0
2015-01-11 21:00:00+01:00,27199.0,34.0,27025.0,27054.0,0.0
2015-01-11 22:00:00+01:00,27328.0,31.0,25889.0,25990.0,0.0
2015-01-11 23:00:00+01:00,26867.0,31.0,23940.0,23997.0,0.0
2015-01-12 00:00:00+01:00,26413.0,44.0,27085.0,27051.0,0.0
2015-01-12 01:00:00+01:00,24533.0,42.0,25272.0,25157.0,0.0
2015-01-12 02:00:00+01:00,23640.0,42.0,24121.0,24059.0,0.0
2015-01-12 03:00:00+01:00,23281.0,42.0,23626.0,23630.0,0.0
2015-01-12 04:00:00+01:00,23408.0,42.0,23572.0,23522.0,0.0
2015-01-12 05:00:00+01:00,23521.0,42.0,24070.0,24139.0,0.0
2015-01-12 06:00:00+01:00,25268.0,42.0,26787.0,26643.0,0.0
2015-01-12 07:00:00+01:00,28762.0,45.0,31511.0,31303.0,10.2232
2015-01-12 08:00:00+01:00,31435.0,157.0,34046.0,34166.0,106.7228
2015-01-12 09:00:00+01:00,32551.0,1104.0,34876.0,34902.0,246.8641
2015-01-12 10:00:00+01:00,33590.0,2190.0,35093.0,35302.0,371.5721
2015-01-12 11:00:00+01:00,33900.0,3012.0,34588.0,34926.0,446.3021
2015-01-12 12:00:00+01:00,33890.0,3262.0,34347.0,34461.0,462.1257
2015-01-12 13:00:00+01:00,33598.0,3208.0,34146.0,34077.0,415.8036
2015-01-12 14:00:00+01:00,31984.0,3027.0,32884.0,32951.0,318.8155
2015-01-12 15:00:00+01:00,31733.0,2630.0,32422.0,32532.0,184.7185
2015-01-12 16:00:00+01:00,31829.0,1615.0,32502.0,32380.0,47.6319
2015-01-12 17:00:00+01:00,32977.0,422.0,33509.0,33392.0,0.9339
2015-01-12 18:00:00+01:00,35329.0,86.0,35896.0,36018.0,0.0214
2015-01-12 19:00:00+01:00,35157.0,63.0,36615.0,36757.0,0.0
2015-01-12 20:00:00+01:00,35285.0,56.0,36704.0,36901.0,0.0
2015-01-12 21:00:00+01:00,34989.0,44.0,35823.0,35903.0,0.0
2015-01-12 22:00:00+01:00,32379.0,42.0,32932.0,32853.0,0.0
2015-01-12 23:00:00+01:00,29427.0,42.0,29695.0,29696.0,0.0
2015-01-13 00:00:00+01:00,30200.0,32.0,28033.0,28161.0,0.0
2015-01-13 01:00:00+01:00,29589.0,32.0,25750.0,25814.0,0.0
2015-01-13 02:00:00+01:00,29041.0,32.0,24517.0,24609.0,0.0
2015-01-13 03:00:00+01:00,29032.0,32.0,23911.0,24062.0,0.0
2015-01-13 04:00:00+01:00,28976.0,32.0,23876.0,23903.0,0.0
2015-01-13 05:00:00+01:00,29062.0,32.0,24445.0,24462.0,0.0
2015-01-13 06:00:00+01:00,28546.0,32.0,27027.0,27029.0,0.0
2015-01-13 07:00:00+01:00,30602.0,37.0,31924.0,31669.0,9.8131
2015-01-13 08:00:00+01:00,33956.0,56.0,35351.0,35277.0,101.7655
2015-01-13 09:00:00+01:00,34922.0,516.0,36288.0,36330.0,224.2754
2015-01-13 10:00:00+01:00,35264.0,1475.0,36612.0,36982.0,328.767
2015-01-13 11:00:00+01:00,35366.0,2284.0,36296.0,36787.0,393.8552
2015-01-13 12:00:00+01:00,35228.0,2857.0,35645.0,36279.0,408.9938
2015-01-13 13:00:00+01:00,35038.0,3217.0,35172.0,35781.0,372.2191
2015-01-13 14:00:00+01:00,33892.0,3253.0,33895.0,34485.0,288.7006
2015-01-13 15:00:00+01:00,33563.0,3084.0,33283.0,33826.0,168.5269
2015-01-13 16:00:00+01:00,33500.0,2475.0,33030.0,33745.0,44.0407
2015-01-13 17:00:00+01:00,34144.0,1187.0,33542.0,34067.0,1.0456
2015-01-13 18:00:00+01:00,36405.0,303.0,35944.0,36388.0,0.0255
2015-01-13 19:00:00+01:00,38157.0,98.0,37553.0,37797.0,0.0
2015-01-13 20:00:00+01:00,38760.0,80.0,37604.0,37691.0,0.0
2015-01-13 21:00:00+01:00,38543.0,44.0,36831.0,36952.0,0.0
2015-01-13 22:00:00+01:00,35661.0,44.0,33972.0,34327.0,0.0
2015-01-13 23:00:00+01:00,32524.0,35.0,30733.0,31228.0,0.0
2015-01-14 00:00:00+01:00,31087.0,28.0,28057.0,28401.0,0.0
2015-01-14 01:00:00+01:00,28733.0,28.0,25764.0,25944.0,0.0
2015-01-14 02:00:00+01:00,27927.0,27.0,24495.0,24597.0,0.0
2015-01-14 03:00:00+01:00,28475.0,27.0,23887.0,24158.0,0.0
2015-01-14 04:00:00+01:00,28646.0,27.0,23892.0,24076.0,0.0
2015-01-14 05:00:00+01:00,28801.0,27.0,24438.0,24612.0,0.0
2015-01-14 06:00:00+01:00,28802.0,27.0,27040.0,27154.0,0.0
2015-01-14 07:00:00+01:00,31471.0,32.0,31798.0,32225.0,9.1242
2015-01-14 08:00:00+01:00,34763.0,39.0,35150.0,35671.0,80.8842
2015-01-14 09:00:00+01:00,35356.0,411.0,35953.0,36366.0,184.0783
2015-01-14 10:00:00+01:00,35936.0,1258.0,36439.0,36501.0,284.9331
2015-01-14 11:00:00+01:00,36003.0,1960.0,36048.0,36304.0,374.1348
2015-01-14 12:00:00+01:00,36397.0,2480.0,35561.0,35821.0,409.0637
2015-01-14 13:00:00+01:00,36417.0,2688.0,35186.0,35422.0,381.5731
2015-01-14 14:00:00+01:00,35273.0,2683.0,33909.0,34070.0,304.862
2015-01-14 15:00:00+01:00,34799.0,2420.0,33322.0,33419.0,179.8617
2015-01-14 16:00:00+01:00,34752.0,2003.0,33330.0,33189.0,48.554
2015-01-14 17:00:00+01:00,35093.0,905.0,33811.0,33748.0,1.5656
2015-01-14 18:00:00+01:00,37015.0,213.0,36114.0,36210.0,0.0375
2015-01-14 19:00:00+01:00,38525.0,112.0,37535.0,38021.0,0.0
2015-01-14 20:00:00+01:00,38789.0,79.0,37633.0,38219.0,0.0
2015-01-14 21:00:00+01:00,38029.0,32.0,36809.0,37223.0,0.0
2015-01-14 22:00:00+01:00,35221.0,31.0,33939.0,34534.0,0.0
2015-01-14 23:00:00+01:00,31692.0,31.0,30630.0,31369.0,0.0
2015-01-15 00:00:00+01:00,30397.0,31.0,27865.0,28158.0,0.0
2015-01-15 01:00:00+01:00,30452.0,31.0,25617.0,25897.0,0.0
2015-01-15 02:00:00+01:00,29604.0,31.0,24269.0,24636.0,0.0
2015-01-15 03:00:00+01:00,29708.0,31.0,23940.0,23966.0,0.0
